instance,cutoff,tabu,block_flag,mode,block_size,seed,mode_name,best_obj_min,best_obj_max,objective_value,is_minimize,feasible_found,completed,crashed,timeout_or_no_solution,consistency_error,candidates_total,selected_total,executed_total,repair_success_total,best_update_total,obj_improve_executed_total,violation_improve_executed_total,rejected_by_check_total,wall_time_seconds
crossdock_15x8.lp,10,1,1,5,4,9,old_block,17685.0,,17685.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.01645068
ball_mk3_30.lp,10,1,1,3,4,8,smart_only,-6.0,,-6.0,1,1,1,0,0,0,2614159,23496,23496,0,0,14955,0,0,10.119808635
graphpart_2g-0044-1601.lp,10,0,1,2,3,8,improve_only,-919798.0,,-919798.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.007269701
chimera_mis-02.lp,10,1,1,1,4,10,repair_only,,391.6,391.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.665222638
graphpart_2g-0055-0062.lp,10,1,1,3,3,8,smart_only,-1116960.0,,-1116960.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.008982209
chimera_selby-c8-onc8-02.lp,10,1,1,2,4,8,improve_only,,166.9,166.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.168882865
chimera_mis-01.lp,10,1,1,0,4,9,full_block,,381.2,381.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.877671941
chimera_k64ising-01.lp,10,1,1,3,3,9,smart_only,,9.7,9.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.188372339
ball_mk3_20.lp,10,1,1,4,2,12,normalized_only,3.0,,3.0,1,1,1,0,0,0,1478992,246497,246497,0,0,1,0,0,10.015850633
chimera_mis-01.lp,10,0,1,2,3,12,improve_only,,380.2,380.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.312583794
chimera_mgw-c16-2031-01.lp,10,1,1,5,4,9,old_block,,1945.0,1945.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.065606012
ball_mk3_10.lp,10,1,1,1,2,8,repair_only,-3.0,,-3.0,1,1,1,0,0,0,2855073,285492,285492,0,0,142746,0,0,10.016421464
ball_mk2_10.lp,10,0,1,0,2,12,full_block,0.0,,0.0,1,1,1,0,0,0,2548000,318500,318500,318500,0,0,318500,0,0.0
ball_mk2_30.lp,10,0,1,2,3,9,improve_only,0.0,,0.0,1,1,1,0,0,0,96,0,0,0,0,0,0,0,10.011308977
crossdock_15x8.lp,10,1,1,1,4,8,repair_only,16351.0,,16351.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0164843
chimera_mis-02.lp,10,0,1,3,3,12,smart_only,,392.8,392.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.501648219
chimera_selby-c8-onc8-02.lp,10,0,1,0,4,8,full_block,,166.9,166.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.027668773
chimera_selby-c16-01.lp,10,0,1,5,3,11,old_block,,709.5,709.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.174091304
chimera_selby-c8-onc8-01.lp,10,0,1,4,2,8,normalized_only,,175.9,175.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.143732227
crossdock_15x8.lp,10,1,1,5,2,12,old_block,17051.0,,17051.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.110140988
chimera_lga-01.lp,10,1,1,1,3,10,repair_only,,123.5,123.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.284125843
graphpart_2g-0044-1601.lp,10,1,1,4,2,11,normalized_only,-919798.0,,-919798.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.006328198
chimera_k64maxcut-01.lp,10,1,1,5,4,9,old_block,,11.3,11.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.150266178
chimera_mgw-c8-439-onc8-002.lp,10,0,1,4,2,12,normalized_only,,392.0,392.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.304465887
graphpart_2g-0044-1601.lp,10,0,1,3,4,8,smart_only,-919798.0,,-919798.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.004188097
chimera_selby-c8-onc8-01.lp,10,0,1,4,2,11,normalized_only,,175.4,175.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.075461048
chimera_mgw-c16-2031-02.lp,10,1,1,4,4,10,normalized_only,,1957.0,1957.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.96401738
chimera_selby-c16-01.lp,10,0,1,5,2,10,old_block,,700.6,700.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.519248164
chimera_rfr-02.lp,10,1,1,1,4,11,repair_only,,1120.6,1120.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.066506271
chimera_selby-c8-onc8-01.lp,10,0,1,5,2,11,old_block,,175.4,175.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.066650611
ball_mk2_30.lp,10,1,1,4,2,9,normalized_only,0.0,,0.0,1,1,1,0,0,0,762002,190500,190500,190500,0,0,190500,0,10.016365954
chimera_selby-c8-onc8-01.lp,10,1,1,2,2,12,improve_only,,174.6,174.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.095872185
ball_mk4_10.lp,10,1,1,1,3,11,repair_only,-35.0,,-35.0,1,1,1,0,0,0,1101093,1,1,1,0,1,1,0,10.023698945
chimera_selby-c16-02.lp,10,1,1,5,3,10,old_block,,708.4,708.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.128921811
chimera_k64ising-01.lp,10,0,1,3,4,8,smart_only,,12.3,12.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.175638348
chimera_k64maxcut-01.lp,10,1,1,0,3,11,full_block,,7.9,7.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.128449573
chimera_mgw-c8-439-onc8-002.lp,10,1,1,2,2,9,improve_only,,395.0,395.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.119050144
chimera_rfr-02.lp,10,1,1,3,3,12,smart_only,,1119.7,1119.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.12396942
chimera_lga-02.lp,10,1,1,5,2,12,old_block,,120.9,120.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.701770053
chimera_selby-c16-02.lp,10,0,1,2,4,12,improve_only,,702.7,702.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.531968434
chimera_selby-c8-onc8-01.lp,10,1,1,2,4,10,improve_only,,176.8,176.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.115115498
chimera_lga-02.lp,10,0,1,3,4,9,smart_only,,121.5,121.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.050880538
chimera_mgw-c8-439-onc8-002.lp,10,0,0,baseline,0,12,baseline,,392.0,392.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.226889852
chimera_mgw-c8-439-onc8-001.lp,10,0,1,2,2,8,improve_only,,405.0,405.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.241800151
ball_mk3_30.lp,10,0,1,2,2,12,improve_only,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10.005399087
chimera_k64maxcut-02.lp,10,0,1,2,4,8,improve_only,,10.4,10.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.174384036
chimera_mgw-c8-507-onc8-01.lp,10,1,1,4,2,10,normalized_only,,493.0,493.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.029814893
chimera_mgw-c16-2031-01.lp,10,1,1,1,3,10,repair_only,,1952.0,1952.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.110656118
ball_mk4_05.lp,10,0,1,2,4,8,improve_only,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10.006709731
ball_mk2_30.lp,10,1,1,0,2,8,full_block,0.0,,0.0,1,1,1,0,0,0,1224000,153000,153000,153000,0,0,153000,0,10.016007025
chimera_mgw-c16-2031-02.lp,10,1,1,5,3,10,old_block,,1957.0,1957.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.944161035
graphpart_2g-0044-1601.lp,10,0,1,5,2,9,old_block,-919798.0,,-919798.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.009297653
chimera_mgw-c8-507-onc8-01.lp,10,0,1,3,2,10,smart_only,,493.0,493.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.360562635
ball_mk4_15.lp,10,0,1,1,4,8,repair_only,-55.0,,-55.0,1,1,1,0,0,0,840256,1,1,1,0,1,1,0,10.038108183
chimera_k64maxcut-01.lp,10,1,1,1,4,9,repair_only,,11.3,11.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.031221042
ball_mk2_10.lp,10,0,1,1,2,10,repair_only,0.0,,0.0,1,1,1,0,0,0,1918000,479500,479500,479500,0,0,479500,0,0.0
chimera_mgw-c8-507-onc8-02.lp,10,0,1,4,2,8,normalized_only,,494.0,494.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.339186129
ball_mk2_10.lp,10,1,1,0,4,8,full_block,0.0,,0.0,1,1,1,0,0,0,3332000,59500,59500,59500,0,0,59500,0,10.027393316
chimera_mgw-c16-2031-02.lp,10,1,1,5,2,12,old_block,,1962.0,1962.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.774694628
graphpart_2g-0044-1601.lp,10,1,1,3,2,10,smart_only,-919798.0,,-919798.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0101466
chimera_mgw-c8-507-onc8-02.lp,10,0,1,0,2,12,full_block,,492.0,492.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.247047216
chimera_mgw-c8-507-onc8-02.lp,10,1,1,4,3,9,normalized_only,,493.0,493.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.147802863
chimera_mgw-c8-439-onc8-001.lp,10,1,1,5,2,10,old_block,,403.0,403.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.233049417
ball_mk3_10.lp,10,1,1,4,2,12,normalized_only,-5.0,,-5.0,1,1,1,0,0,0,1876297,415824,415824,0,0,451,0,0,10.011041702
ball_mk2_30.lp,10,0,1,4,2,10,normalized_only,0.0,,0.0,1,1,1,0,0,0,770002,192500,192500,192500,0,0,192500,0,10.008724215
chimera_mgw-c8-507-onc8-02.lp,10,1,0,baseline,0,11,baseline,,494.0,494.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.104216273
chimera_selby-c8-onc8-02.lp,10,0,1,2,2,8,improve_only,,167.2,167.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.114656356
chimera_selby-c8-onc8-02.lp,10,1,1,0,3,9,full_block,,167.7,167.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.087429948
chimera_k64maxcut-02.lp,10,1,1,1,4,12,repair_only,,12.7,12.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.198457732
chimera_selby-c8-onc8-01.lp,10,0,1,4,2,10,normalized_only,,176.8,176.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.059766857
chimera_mgw-c16-2031-02.lp,10,1,1,1,4,8,repair_only,,1960.0,1960.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.803614632
ball_mk4_10.lp,10,1,1,0,3,12,full_block,-31.0,,-31.0,1,1,1,0,0,0,1101126,1,1,1,0,1,1,0,10.02872357
chimera_selby-c8-onc8-01.lp,10,1,1,5,2,8,old_block,,175.9,175.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.116466989
ball_mk4_15.lp,10,1,1,4,4,9,normalized_only,-55.0,,-55.0,1,1,1,0,0,0,1072094,1,1,1,0,1,1,0,10.030275259
chimera_k64maxcut-02.lp,10,0,1,4,3,12,normalized_only,,12.7,12.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.20033148
chimera_lga-01.lp,10,0,1,4,2,10,normalized_only,,123.5,123.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.675374704
chimera_k64ising-01.lp,10,0,1,5,2,10,old_block,,11.5,11.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.145368403
chimera_k64maxcut-02.lp,10,1,1,4,3,12,normalized_only,,12.7,12.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.163750509
chimera_mis-02.lp,10,0,1,0,3,12,full_block,,392.8,392.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.479651739
chimera_k64maxcut-01.lp,10,1,1,2,3,10,improve_only,,10.1,10.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.166992219
chimera_selby-c16-02.lp,10,1,1,4,4,8,normalized_only,,699.0,699.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.148024536
chimera_mis-01.lp,10,1,1,1,2,12,repair_only,,380.2,380.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.942960329
chimera_mgw-c16-2031-02.lp,10,1,1,4,3,8,normalized_only,,1960.0,1960.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.742527421
ball_mk4_15.lp,10,1,1,0,2,8,full_block,-5500.0,,-5500.0,1,1,1,0,0,0,714038,1,1,1,0,1,1,0,10.016874228
chimera_selby-c8-onc8-02.lp,10,0,1,0,4,9,full_block,,167.7,167.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.04339709
graphpart_2g-0055-0062.lp,10,1,1,2,3,12,improve_only,-1218526.0,,-1218526.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.011223478
chimera_lga-01.lp,10,1,0,baseline,0,11,baseline,,120.1,120.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.643295546
chimera_k64maxcut-01.lp,10,1,1,3,2,12,smart_only,,11.7,11.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.084046902
chimera_rfr-02.lp,10,0,1,4,4,10,normalized_only,,1125.9,1125.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.118967438
chimera_mgw-c8-507-onc8-02.lp,10,1,1,0,2,8,full_block,,494.0,494.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.326093847
chimera_k64maxcut-02.lp,10,0,1,3,4,10,smart_only,,14.2,14.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.050991415
chimera_k64maxcut-01.lp,10,0,0,baseline,0,9,baseline,,11.3,11.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.069189149
ball_mk4_10.lp,10,0,1,1,4,8,repair_only,-31.0,,-31.0,1,1,1,0,0,0,1124188,1,1,1,0,1,1,0,10.028684555
chimera_mgw-c8-507-onc8-02.lp,10,0,1,1,2,9,repair_only,,493.0,493.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.086369495
chimera_mgw-c8-439-onc8-001.lp,10,1,1,3,2,9,smart_only,,403.0,403.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.171053579
chimera_lga-01.lp,10,1,1,5,3,12,old_block,,128.2,128.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.242688105
chimera_k64ising-01.lp,10,1,1,3,2,12,smart_only,,12.8,12.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.104087071
chimera_mgw-c16-2031-01.lp,10,0,1,2,2,8,improve_only,,1956.0,1956.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.703579989
crossdock_15x8.lp,10,1,1,1,4,10,repair_only,16960.0,,16960.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.018704367
chimera_mgw-c8-507-onc8-02.lp,10,1,1,2,2,12,improve_only,,492.0,492.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.189328104
ball_mk3_20.lp,10,0,1,1,2,9,repair_only,-5.0,,-5.0,1,1,1,0,0,0,2222978,117006,117006,0,0,116993,0,0,0.0
chimera_mgw-c8-507-onc8-02.lp,10,1,1,4,2,9,normalized_only,,493.0,493.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.269121654
ball_mk4_10.lp,10,1,1,2,3,11,improve_only,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10.01543043
chimera_mis-01.lp,10,1,1,5,3,9,old_block,,381.2,381.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.47171899
chimera_mis-01.lp,10,0,1,0,3,9,full_block,,381.2,381.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.536941676
chimera_mgw-c8-507-onc8-02.lp,10,1,1,0,4,12,full_block,,492.0,492.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.346324652
ball_mk2_10.lp,10,0,1,1,2,11,repair_only,0.0,,0.0,1,1,1,0,0,0,1906000,476500,476500,476500,0,0,476500,0,0.0
ball_mk2_10.lp,10,1,1,0,2,12,full_block,0.0,,0.0,1,1,1,0,0,0,2400000,300000,300000,300000,0,0,300000,0,10.020507863
chimera_lga-01.lp,10,0,1,3,2,10,smart_only,,123.5,123.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.387791272
chimera_k64maxcut-02.lp,10,1,1,0,3,9,full_block,,9.3,9.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.061475245
ball_mk2_10.lp,10,1,1,1,3,10,repair_only,0.0,,0.0,1,1,1,0,0,0,2754000,229500,229500,229500,0,0,229500,0,10.025568265
ball_mk3_30.lp,10,1,1,1,2,10,repair_only,-3.0,,-3.0,1,1,1,0,0,0,1587503,127000,127000,0,0,63500,0,0,10.039012937
chimera_k64maxcut-01.lp,10,0,1,2,3,11,improve_only,,7.9,7.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.115495985
graphpart_2g-0055-0062.lp,10,0,1,2,3,10,improve_only,-1389952.0,,-1389952.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.010741686
ball_mk2_30.lp,10,1,1,0,4,9,full_block,0.0,,0.0,1,1,1,0,0,0,2268000,40500,40500,40500,0,0,40500,0,10.046341643
ball_mk2_30.lp,10,1,1,5,2,12,old_block,0.0,,0.0,1,1,1,0,0,0,760002,190000,190000,190000,0,0,190000,0,10.004957057
chimera_mgw-c8-439-onc8-002.lp,10,1,1,3,3,10,smart_only,,396.0,396.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.30966476
chimera_selby-c16-01.lp,10,0,1,4,4,12,normalized_only,,700.8,700.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.199346546
chimera_mgw-c16-2031-01.lp,10,0,1,4,3,8,normalized_only,,1956.0,1956.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.557555097
chimera_selby-c16-01.lp,10,0,1,2,4,11,improve_only,,709.5,709.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.387103139
chimera_mgw-c8-439-onc8-002.lp,10,1,1,4,2,8,normalized_only,,392.0,392.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.025612999
chimera_mgw-c8-507-onc8-02.lp,10,0,1,5,4,8,old_block,,494.0,494.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.269929137
ball_mk4_15.lp,10,1,1,1,4,11,repair_only,-55.0,,-55.0,1,1,1,0,0,0,864242,1,1,1,0,1,1,0,10.030472516
chimera_k64maxcut-01.lp,10,1,1,2,4,11,improve_only,,7.9,7.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.1783663
ball_mk2_10.lp,10,1,1,2,3,10,improve_only,0.0,,0.0,1,1,1,0,0,0,48,0,0,0,0,0,0,0,10.00757516
chimera_selby-c16-02.lp,10,1,1,0,2,8,full_block,,699.0,699.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.149881112
graphpart_2g-0044-1601.lp,10,0,1,3,3,8,smart_only,-919798.0,,-919798.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.006929013
ball_mk3_20.lp,10,1,1,0,3,12,full_block,-5.0,,-5.0,1,1,1,0,0,0,2944852,45063,45063,0,0,42379,0,0,10.027807278
graphpart_2g-0055-0062.lp,10,0,1,1,3,10,repair_only,-1389952.0,,-1389952.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.00911455
graphpart_2g-0055-0062.lp,10,1,1,3,4,8,smart_only,-1116960.0,,-1116960.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.006389609
chimera_k64ising-01.lp,10,0,1,5,3,10,old_block,,11.5,11.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.190707871
chimera_mgw-c16-2031-01.lp,10,0,1,2,4,12,improve_only,,1956.0,1956.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.177184772
chimera_selby-c8-onc8-02.lp,10,0,1,3,2,9,smart_only,,167.7,167.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.061222401
chimera_mis-01.lp,10,1,1,1,3,12,repair_only,,380.2,380.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.770369442
chimera_mgw-c16-2031-01.lp,10,0,1,4,4,12,normalized_only,,1956.0,1956.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.106269156
chimera_rfr-01.lp,10,0,1,4,3,11,normalized_only,,1162.8,1162.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.207550245
chimera_k64maxcut-01.lp,10,0,1,1,2,11,repair_only,,7.9,7.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.120901066
chimera_rfr-01.lp,10,1,1,5,3,10,old_block,,1163.0,1163.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.317736393
chimera_rfr-01.lp,10,1,1,4,3,8,normalized_only,,1155.9,1155.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.187077246
chimera_rfr-01.lp,10,0,1,1,4,12,repair_only,,1166.1,1166.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.016721535
chimera_mgw-c8-439-onc8-001.lp,10,0,1,1,2,10,repair_only,,403.0,403.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.294761888
chimera_mgw-c8-507-onc8-01.lp,10,1,1,0,4,11,full_block,,493.0,493.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.090497433
chimera_mgw-c16-2031-01.lp,10,1,1,3,4,9,smart_only,,1945.0,1945.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.764610926
graphpart_2g-0044-1601.lp,10,0,1,3,2,10,smart_only,-919798.0,,-919798.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.005411306
ball_mk3_10.lp,10,0,1,3,4,10,smart_only,-8.0,,-8.0,1,1,1,0,0,0,3834861,29498,29498,0,0,29496,0,0,10.09904989
ball_mk3_20.lp,10,1,1,5,4,11,old_block,-4.0,,-4.0,1,1,1,0,0,0,2358531,88994,88994,0,0,88984,0,0,10.037100773
chimera_k64maxcut-01.lp,10,0,0,baseline,0,8,baseline,,14.1,14.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.231434198
chimera_mis-01.lp,10,0,1,5,3,8,old_block,,381.4,381.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.466020028
ball_mk3_30.lp,10,1,1,2,4,9,improve_only,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10.007430997
chimera_mgw-c8-439-onc8-002.lp,10,1,1,0,4,8,full_block,,392.0,392.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.035125613
chimera_rfr-01.lp,10,0,1,2,2,8,improve_only,,1156.3,1156.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.962783298
chimera_k64maxcut-01.lp,10,0,0,baseline,0,12,baseline,,11.7,11.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.053607566
chimera_lga-01.lp,10,0,1,4,2,11,normalized_only,,120.1,120.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.343066188
chimera_lga-02.lp,10,0,0,baseline,0,9,baseline,,121.5,121.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.306733463
ball_mk3_10.lp,10,0,1,5,2,8,old_block,-6.0,,-6.0,1,1,1,0,0,0,2234773,370915,370915,0,0,369576,0,0,0.0
chimera_selby-c8-onc8-01.lp,10,0,1,3,3,12,smart_only,,174.6,174.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.09403966
chimera_mgw-c8-507-onc8-01.lp,10,1,1,2,4,8,improve_only,,493.0,493.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.076015435
chimera_selby-c16-01.lp,10,1,1,3,2,12,smart_only,,700.8,700.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.185973294
chimera_mgw-c8-507-onc8-01.lp,10,1,1,4,2,8,normalized_only,,493.0,493.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.051210633
chimera_k64ising-01.lp,10,1,1,2,2,11,improve_only,,10.5,10.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.05842643
chimera_selby-c8-onc8-01.lp,10,0,1,4,4,10,normalized_only,,176.8,176.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.084610881
chimera_mgw-c16-2031-01.lp,10,0,1,4,2,12,normalized_only,,1956.0,1956.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.158017145
chimera_selby-c8-onc8-01.lp,10,1,0,baseline,0,10,baseline,,176.8,176.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.082725393
ball_mk4_10.lp,10,0,1,4,3,12,normalized_only,-35.0,,-35.0,1,1,1,0,0,0,1272044,1,1,1,0,1,1,0,10.008653508
chimera_rfr-02.lp,10,0,1,4,4,11,normalized_only,,1123.5,1123.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.150606999
chimera_selby-c8-onc8-01.lp,10,1,1,4,2,10,normalized_only,,176.8,176.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.042457454
chimera_selby-c8-onc8-01.lp,10,0,1,0,4,10,full_block,,176.8,176.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.161460336
ball_mk2_10.lp,10,1,1,3,3,11,smart_only,0.0,,0.0,1,1,1,0,0,0,3132000,130500,130500,130500,0,0,130500,0,10.014874018
chimera_selby-c8-onc8-01.lp,10,0,1,4,4,11,normalized_only,,175.4,175.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.095640775
chimera_lga-01.lp,10,1,1,5,4,11,old_block,,120.1,120.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.652662127
chimera_mgw-c8-439-onc8-002.lp,10,0,1,2,4,10,improve_only,,396.0,396.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.065787333
chimera_k64maxcut-01.lp,10,1,0,baseline,0,12,baseline,,11.8,11.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.21365276
ball_mk3_30.lp,10,1,1,0,2,9,full_block,-3.0,,-3.0,1,1,1,0,0,0,1606253,128500,128500,0,0,64250,0,0,10.031132847
chimera_selby-c16-02.lp,10,1,1,3,4,9,smart_only,,697.7,697.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.073381205
ball_mk3_30.lp,10,1,1,4,3,11,normalized_only,-3.0,,-3.0,1,1,1,0,0,0,1616853,115487,115487,0,0,57743,0,0,10.025210352
chimera_selby-c16-02.lp,10,0,1,2,2,12,improve_only,,702.7,702.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.468827527
ball_mk4_05.lp,10,0,1,1,4,8,repair_only,-19.0,,-19.0,1,1,1,0,0,0,1532184,1,1,1,0,1,1,0,10.019139709
chimera_rfr-01.lp,10,1,1,5,4,12,old_block,,1166.1,1166.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.134424758
chimera_mgw-c8-439-onc8-002.lp,10,1,1,1,4,11,repair_only,,395.0,395.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.191068058
